model;year;mileage;engine_type;price;gearbox;brand
DS 4;2022;52 018 km;Essence;27 970 €;Automatique;PureTech 130 EAT8 Cross Rivoli
Citroën C3;2019;4 582 km;Essence;16 290 €;Manuelle;PureTech 110 S&S BVM6 Graphic
Peugeot Rifter;2019;53 476 km;Essence;22 624 €;Manuelle;Standard PureTech 110 S&S BVM6 Allure
Citroën C3 Aircross;2020;69 025 km;Diesel;15 990 €;Manuelle;BlueHDi 100 S&S BVM6 C-Series
Citroën C5 Aircross;2023;11 710 km;Hybride rechargeable;43 793 €;Automatique;Hybride rechargeable 225 e-EAT8 Shine
Citroën C5 Aircross;2023;14 624 km;Essence;28 881 €;Manuelle;PureTech 130 S&S BVM6 C-Series
Peugeot 208;2019;46 955 km;Essence;17 620 €;Manuelle;PureTech 100 S&S BVM6 GT Line
Peugeot 208;2019;28 013 km;Essence;20 587 €;Automatique;PureTech 100 S&S EAT8 GT Line
Peugeot 2008;2023;12 595 km;Essence;27 268 €;Automatique;PureTech 130 S&S EAT8 ALLURE PACK
Peugeot 3008;2023;4 831 km;Diesel;38 990 €;Automatique;BlueHDi 130ch S&S EAT8 GT
Citroën C3 Aircross;2022;26 074 km;Diesel;20 250 €;Manuelle;BlueHDi 110 S&S BVM6 Shine
Opel Grandland;2022;31 977 km;Diesel;29 321 €;Automatique;1.5 Diesel 130 ch BVA8 GS Line
Citroën C5 X;2022;2 174 km;Essence;29 150 €;Automatique;PureTech 130 S&S EAT8 Feel Business
Citroën C3;2020;27 121 km;Essence;15 990 €;Manuelle;PureTech 110 S&S BVM6 Feel Pack
Citroën C5 X;2023;4 926 km;Hybride rechargeable;38 900 €;Automatique;Hybride Rechargeable 225 S&S e-EAT8 Shine Pack
Peugeot 308;2022;20 688 km;Essence;25 789 €;Automatique;SW PureTech 130ch S&S EAT8 Allure Pack
Citroën C3;2021;23 826 km;Essence;13 290 €;Manuelle;PureTech 83 S&S BVM5 Shine
Peugeot 308;2018;93 033 km;Essence;11 889 €;Manuelle;PureTech 110ch S&S BVM6 Active
Citroën C3;2020;26 502 km;Essence;13 290 €;Manuelle;PureTech 83 S&S BVM5 Shine
Peugeot 208;2020;20 033 km;Essence;14 290 €;Manuelle;PureTech 75 S&S BVM5 Active Business
Citroën C4;2016;129 821 km;Diesel;14 290 €;Automatique;Picasso BlueHDi 150 S&S EAT6 Shine
Peugeot 2008;2023;20 200 km;Essence;25 490 €;Automatique;PureTech 130 S&S EAT8 ALLURE PACK
Peugeot 208;2021;19 093 km;Essence;19 490 €;Automatique;PureTech 100 S&S EAT8 Allure Pack
Citroën C5 Aircross;2023;14 624 km;Essence;28 881 €;Manuelle;PureTech 130 S&S BVM6 C-Series
Citroën C5 Aircross;2023;11 710 km;Hybride rechargeable;43 793 €;Automatique;Hybride rechargeable 225 e-EAT8 Shine
Peugeot 2008;2023;12 595 km;Essence;27 268 €;Automatique;PureTech 130 S&S EAT8 ALLURE PACK
Peugeot 3008;2023;4 831 km;Diesel;38 990 €;Automatique;BlueHDi 130ch S&S EAT8 GT
Peugeot 5008;2023;1 790 km;Diesel;43 950 €;Automatique;BlueHDi 130ch S&S EAT8 GT
Citroën C5 X;2022;2 174 km;Essence;29 150 €;Automatique;PureTech 130 S&S EAT8 Feel Business
Peugeot 208;2020;25 802 km;Essence;14 189 €;Manuelle;PureTech 75 S&S BVM5 Active Business
Citroën C3 Aircross;2022;26 074 km;Diesel;20 250 €;Manuelle;BlueHDi 110 S&S BVM6 Shine
Opel Grandland;2022;31 977 km;Diesel;29 321 €;Automatique;1.5 Diesel 130 ch BVA8 GS Line
Citroën C3;2021;25 687 km;Essence;17 489 €;Automatique;PureTech 110 S&S EAT6 Shine
Peugeot 208;2023;10 km;Essence;25 789 €;Automatique;PureTech 130 S&S EAT8 GT
Citroën C3;2020;11 296 km;Essence;12 789 €;Manuelle;PureTech 83 S&S BVM5 Shine
Citroën C3;2020;21 318 km;Essence;12 489 €;Manuelle;PureTech 83 S&S BVM5 Shine
Citroën C4;2022;8 515 km;Electrique;24 789 €;Automatique;e-C4 136 ch Automatique Shine
Citroën C5 X;2023;4 926 km;Hybride rechargeable;38 900 €;Automatique;Hybride Rechargeable 225 S&S e-EAT8 Shine Pack
Citroën C3;2020;21 150 km;Essence;12 489 €;Manuelle;PureTech 83 S&S BVM5 Shine
Citroën C3;2020;23 961 km;Essence;12 489 €;Manuelle;PureTech 83 S&S BVM5 Shine
Citroën C3;2020;20 873 km;Essence;12 489 €;Manuelle;PureTech 83 S&S BVM5 Shine
Citroën C3;2021;30 153 km;Essence;14 990 €;Manuelle;PureTech 83 S&S BVM5 Shine
Peugeot 5008;2023;1 790 km;Diesel;43 950 €;Automatique;BlueHDi 130ch S&S EAT8 GT
Citroën C5 Aircross;2023;11 710 km;Hybride rechargeable;43 793 €;Automatique;Hybride rechargeable 225 e-EAT8 Shine
Citroën C5 Aircross;2023;14 624 km;Essence;28 881 €;Manuelle;PureTech 130 S&S BVM6 C-Series
Peugeot 208;2023;11 201 km;Essence;21 990 €;Automatique;PureTech 100 S&S EAT8 Allure
Citroën C3 Aircross;2022;26 074 km;Diesel;20 250 €;Manuelle;BlueHDi 110 S&S BVM6 Shine
Peugeot 2008;2023;12 595 km;Essence;27 268 €;Automatique;PureTech 130 S&S EAT8 ALLURE PACK
Peugeot 3008;2023;4 831 km;Diesel;38 990 €;Automatique;BlueHDi 130ch S&S EAT8 GT
Peugeot 208;2020;29 596 km;Electrique;17 790 €;Automatique;Electrique 50 kWh 136ch Active
Citroën C5 X;2022;2 174 km;Essence;29 150 €;Automatique;PureTech 130 S&S EAT8 Feel Business
Citroën C3;2018;65 180 km;Essence;11 689 €;Manuelle;PureTech 82 Shine
Ford Ecosport;2019;62 794 km;Essence;13 489 €;Manuelle;1.0 EcoBoost 100ch S&S BVM6 Trend
Peugeot 3008;2023;12 005 km;Essence;31 990 €;Automatique;Puretech 130ch S&S EAT8 Allure Pack
Peugeot 208;2019;42 198 km;Essence;11 770 €;Manuelle;PureTech 82ch S&S BVM5 6.2 Evap Active Business
Opel Grandland;2022;31 977 km;Diesel;29 321 €;Automatique;1.5 Diesel 130 ch BVA8 GS Line
Peugeot 208;2020;84 590 km;Essence;15 590 €;Automatique;PureTech 100 S&S EAT8 Active Business
Citroën C3;2021;28 563 km;Essence;13 480 €;Manuelle;PureTech 83 S&S BVM5 Shine
Citroën C5 X;2023;4 926 km;Hybride rechargeable;38 900 €;Automatique;Hybride Rechargeable 225 S&S e-EAT8 Shine Pack
Peugeot 2008;2020;20 300 km;Electrique;22 990 €;Automatique;Moteur electrique 136 ch GT Line
Citroën C4;2023;13 280 km;Diesel;28 990 €;Automatique;BlueHDi 130 S&S EAT8 C-Series
Citroën C3 Aircross;2022;42 560 km;Essence;17 490 €;Manuelle;PureTech 110 S&S BVM6 Feel Pack
Peugeot 208;2021;112 918 km;Diesel;11 290 €;Manuelle;BLUEHDI 100 S&S BVM6 PREMIUM
Renault Captur;2019;53 730 km;Diesel;14 890 €;Manuelle;dCi 110 Energy Intens
Citroën C3;2021;71 550 km;Diesel;12 490 €;Manuelle;BlueHDi 100 S&S BVM6 FEEL
Peugeot 108;2020;8 540 km;Essence;11 490 €;Manuelle;VTi 72ch S&S BVM5 Style
Peugeot 208;2021;15 786 km;Essence;14 280 €;Manuelle;PureTech 75 S&S BVM5 Active
Peugeot 2008;2020;35 696 km;Essence;20 990 €;Manuelle;PureTech 130 S&S BVM6 Allure
Peugeot 208;2019;28 733 km;Essence;18 890 €;Manuelle;PureTech 100 S&S BVM6 GT Line
Peugeot 308;2016;103 716 km;Essence;12 690 €;Automatique;1.2 PureTech 130ch S&S EAT6 Allure
Peugeot 3008;2019;77 418 km;Essence;21 490 €;Manuelle;Puretech 130ch S&S BVM6 GT Line
Peugeot 3008;2019;33 946 km;Essence;22 446 €;Manuelle;Puretech 130ch S&S BVM6 GT Line
Peugeot 2008;2019;65 675 km;Diesel;15 406 €;Manuelle;BlueHDi 100ch S&S BVM5 Allure
Peugeot 208;2019;10 109 km;Essence;16 990 €;Manuelle;PureTech 100 S&S BVM6 Allure
Peugeot 108;2020;19 565 km;Essence;11 990 €;Manuelle;VTi 72ch S&S BVM5 Style
Peugeot 208;2023;6 500 km;Essence;17 990 €;Manuelle;PureTech 100 S&S Allure Pack
Opel Mokka;2022;14 601 km;Essence;26 990 €;Automatique;1.2 TURBO 130 CH BVA8 Ultimate
Peugeot 308;2017;103 788 km;Essence;12 990 €;Automatique;1.2 PureTech 130ch S&S EAT6 Allure
Peugeot 308;2018;64 278 km;Essence;18 990 €;Automatique;PureTech 130ch S&S EAT8 GT Line
Seat Ibiza;2016;28 673 km;Essence;10 470 €;Manuelle;1.2 TSI 90 ch Style
Peugeot Expert;2020;141 965 km;Diesel;17 990 €;Manuelle;FGN TOLE STANDARD 1.5 BLUEHDI 120 S&S BVM6 PREMIUM
Peugeot Partner;2020;84 219 km;Diesel;16 590 €;Manuelle;FOURGON STANDARD 650 KG BLUEHDI 75 BVM5 PREMIUM
Peugeot 3008;2022;34 850 km;Hybride rechargeable;36 189 €;Automatique;Hybrid4 300 e-EAT8 GT Pack
Renault Twingo;2019;34 062 km;Essence;9 990 €;Manuelle;III TCe 95 Zen
Peugeot 2008;2022;18 712 km;Essence;21 490 €;Manuelle;PureTech 100 S&S BVM6 Style
Citroën C5 Aircross;2021;10 336 km;Hybride rechargeable;29 490 €;Automatique;Hybride Rechargeable 225 S&S e-EAT8 Feel
Citroën Berlingo;2020;78 300 km;Diesel;15 824 €;Manuelle;XL 950kg BlueHDi 100 S&S Club BVM5
Opel Crossland;2018;18 200 km;Essence;15 467 €;Manuelle;X 1.2 Turbo 110ch Design 120 ans Euro 6d-T
DS 7;2020;49 200 km;Hybride rechargeable;35 867 €;Automatique;CROSSBACK E-TENSE 4x4 300ch Grand Chic
Citroën C3;2021;34 200 km;Essence;13 872 €;Manuelle;1.2 PureTech 83ch S&S Feel Pack
Peugeot 5008;2021;91 455 km;Diesel;23 690 €;Automatique;1.5 BlueHDi 130ch S&S Allure Pack EAT8
Citroën C3;2021;35 491 km;Essence;14 990 €;Manuelle;1.2 PureTech 83ch S&S Shine
Citroën Spacetourer;2021;47 200 km;Diesel;31 990 €;Manuelle;XL BlueHDi 120ch Feel S&S E6.d
Peugeot 2008;2020;75 961 km;Essence;21 990 €;Automatique;1.2 PureTech 130ch S&S Allure Pack EAT8
Citroën C3;2020;49 000 km;Diesel;14 280 €;Manuelle;1.5 BlueHDi 100ch S&S Shine Business
Peugeot 208;2020;35 815 km;Essence;14 990 €;Manuelle;1.2 PureTech 75ch S&S Active Business
Citroën C3;2020;20 987 km;Essence;12 990 €;Manuelle;1.2 PureTech 83ch S&S Feel 122-123g
Citroën C3 Aircross;2020;22 200 km;Essence;16 490 €;Manuelle;PURETECH 110CH S&S SHINE
Citroën C3;2021;74 981 km;Diesel;10 990 €;Manuelle;1.5 BlueHDi 100ch S&S Feel  AUTO-ECOLE
Citroën C3;2023;10 km;Essence;16 990 €;Manuelle;1.2 PureTech 83ch S&S YOU
Peugeot 2008;2020;28 832 km;Essence;21 790 €;Manuelle;1.2 PureTech 130ch S&S Allure 7cv
Mercedes CLA;2019;50 302 km;Diesel;28 990 €;Automatique;200 d Fascination 7G-DCT Euro6c
Citroën C3 Aircross;2018;99 232 km;Essence;12 480 €;Manuelle;PURETECH 110CH S&S SHINE
Citroën C3;2022;11 673 km;Essence;17 490 €;Manuelle;1.2 PureTech 110ch S&S C-Series 120-121g
Citroën C3;2022;26 306 km;Essence;16 790 €;Manuelle;1.2 PureTech 110ch S&S C-Series 120-121g
Peugeot 3008;2021;62 139 km;Diesel;27 900 €;Automatique;BlueHDi 130ch S&S EAT8 GT
Citroën C3;2022;39 137 km;Essence;14 990 €;Manuelle;1.2 PureTech 83ch S&S Shine
Peugeot 2008;2021;11 853 km;Diesel;26 350 €;Automatique;BlueHDi 130 S&S EAT8 Roadtrip
Peugeot 3008;2023;5 km;Essence;29 428 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Citroën C3;2023;24 545 km;Essence;17 850 €;Manuelle;PureTech 110 S&S BVM6 shine
Citroën C3;2023;18 346 km;Essence;21 200 €;Automatique;PureTech 110 EAT6 Elle
Citroën C3;2021;19 331 km;Essence;14 443 €;Manuelle;PureTech 83 S&S BVM5 Feel Pack
Citroën C4 X;2023;8 149 km;Essence;29 090 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 308;2023;4 222 km;Essence;28 900 €;Manuelle;SW PureTech 130ch S&S BVM6 Allure Pack
Peugeot 308;2023;8 463 km;Essence;27 550 €;Manuelle;PureTech 130ch S&S BVM6 Allure Pack
Peugeot 2008;2021;11 853 km;Diesel;26 350 €;Automatique;BlueHDi 130 S&S EAT8 Roadtrip
Citroën C3 Aircross;2023;7 569 km;Essence;21 962 €;Manuelle;PURETECH 110 S&S BVM6 SHINE
Peugeot 3008;2021;62 139 km;Diesel;27 900 €;Automatique;BlueHDi 130ch S&S EAT8 GT
Citroën C3;2023;24 545 km;Essence;17 850 €;Manuelle;PureTech 110 S&S BVM6 shine
Peugeot 3008;2023;5 km;Essence;29 428 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Peugeot 5008;2021;122 995 km;Diesel;27 990 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Citroën C3;2021;19 331 km;Essence;14 443 €;Manuelle;PureTech 83 S&S BVM5 Feel Pack
Citroën C3;2023;18 346 km;Essence;21 200 €;Automatique;PureTech 110 EAT6 Elle
Citroën C4 X;2023;8 149 km;Essence;29 090 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 308;2023;8 463 km;Essence;27 550 €;Manuelle;PureTech 130ch S&S BVM6 Allure Pack
Peugeot 2008;2022;17 639 km;Essence;22 790 €;Manuelle;PureTech 130 S&S BVM6 Allure
Peugeot 308;2023;4 222 km;Essence;28 900 €;Manuelle;SW PureTech 130ch S&S BVM6 Allure Pack
Citroën C3;2021;24 163 km;Essence;17 500 €;Automatique;PureTech 110 S&S EAT6 Saint James
Citroën C4;2020;89 289 km;Diesel;17 900 €;Automatique;SpaceTourer BlueHDi 130 S&S EAT8 Feel
Citroën C3 Aircross;2022;45 450 km;Essence;17 990 €;Manuelle;PureTech 110 S&S BVM6 Feel Pack
Citroën C3 Aircross;2023;7 569 km;Essence;21 962 €;Manuelle;PURETECH 110 S&S BVM6 SHINE
Peugeot 308;2021;30 600 km;Essence;21 990 €;Automatique;SW PureTech 130ch S&S EAT8 Style
Peugeot 3008;2023;5 888 km;Diesel;37 490 €;Automatique;BlueHDi 130ch S&S EAT8 GT
Opel Astra;2023;21 235 km;Essence;23 990 €;Manuelle;1.2 TURBO 110 CH BVM6 Edition
Peugeot 3008;2019;56 883 km;Diesel;24 890 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Business
Peugeot 208;2022;23 394 km;Essence;14 789 €;Manuelle;PureTech 75 S&S BVM5 Style
Renault Captur;2021;32 345 km;Hybride;23 630 €;Automatique;E-Tech 145 - 21 Intens
Citroën C5 Aircross;2019;101 027 km;Essence;19 690 €;Manuelle;PURETECH 130 S&S BVM6 FEEL
Citroën C3 Aircross;2021;39 699 km;Diesel;22 990 €;Automatique;BlueHDi 120 S&S EAT6 Shine Pack
Citroën C3;2020;77 376 km;Essence;12 490 €;Manuelle;PureTech 83 S&S BVM5 C-Series
Citroën C3;2020;29 625 km;Essence;14 890 €;Manuelle;PureTech 110 S&S BVM6 Feel Pack
Citroën C4 Cactus;2020;73 930 km;Diesel;15 490 €;Manuelle;BlueHDi 100 S&S BVM6 Shine
Citroën C3;2019;68 150 km;Diesel;12 490 €;Manuelle;BlueHDi 100 S&S BVM Feel Business
Citroën C5 Aircross;2020;20 009 km;Hybride rechargeable;27 990 €;Automatique;Hybride Rechargeable 225 S&S e-EAT8 Feel
Citroën C4;2021;46 924 km;Essence;22 780 €;Automatique;PureTech 130 S&S EAT8 Shine Pack
Peugeot 2008;2021;11 853 km;Diesel;26 350 €;Automatique;BlueHDi 130 S&S EAT8 Roadtrip
Peugeot 3008;2021;62 139 km;Diesel;27 900 €;Automatique;BlueHDi 130ch S&S EAT8 GT
Citroën C3;2021;19 331 km;Essence;14 443 €;Manuelle;PureTech 83 S&S BVM5 Feel Pack
Citroën C3;2023;18 346 km;Essence;21 200 €;Automatique;PureTech 110 EAT6 Elle
Peugeot 308;2023;8 463 km;Essence;27 550 €;Manuelle;PureTech 130ch S&S BVM6 Allure Pack
Citroën C4 X;2023;8 149 km;Essence;29 090 €;Automatique;PureTech 130 S&S EAT8 Shine
Opel Corsa;2021;8 136 km;Essence;13 580 €;Manuelle;1.2 75 CH BVM5 Edition
Peugeot 2008;2020;47 989 km;Diesel;24 151 €;Automatique;BlueHDi 130 S&S EAT8 GT Line
Peugeot 308;2023;4 222 km;Essence;28 900 €;Manuelle;SW PureTech 130ch S&S BVM6 Allure Pack
Citroën C3 Aircross;2023;7 569 km;Essence;21 962 €;Manuelle;PURETECH 110 S&S BVM6 SHINE
Peugeot 2008;2017;74 381 km;Essence;13 890 €;Manuelle;1.2 PureTech 110ch S&S BVM5 Allure
Kia Stonic;2021;6 611 km;Essence;23 390 €;Automatique;1.0 T-GDi 120 ch MHEV DCT7 GT Line Premium
Peugeot 3008;2023;22 606 km;Essence;26 990 €;Manuelle;Puretech 130ch S&S BVM6 Active Pack
Peugeot 508;2023;440 km;Hybride rechargeable;44 990 €;Automatique;SW Hybrid 225 e-EAT8 GT
Peugeot 308;2022;5 km;Diesel;25 490 €;Manuelle;BlueHDi 130ch S&S BVM6 Active Pack
Kia Xceed;2020;70 399 km;Diesel;19 990 €;Manuelle;1.6l CRDi 136 ch BVM6 ISG Design
Kia Stonic;2021;2 057 km;Essence;20 590 €;Manuelle;1.0 T-GDi 120 ch MHEV iBVM6 GT Line
Peugeot 2008;2020;27 945 km;Essence;22 990 €;Automatique;PureTech 130 S&S EAT8 ALLURE BUSINESS
Peugeot 208;2019;64 702 km;Essence;12 990 €;Manuelle;PureTech 82ch S&S BVM5 Signature
Mazda CX-5;2015;54 152 km;Diesel;19 890 €;Automatique;2.2L Skyactiv-D 175 Selection 4x4 A
Peugeot 208;2021;16 485 km;Essence;18 990 €;Automatique;PureTech 100 S&S EAT8 Allure Business
Peugeot 2008;2020;56 365 km;Essence;19 490 €;Manuelle;PureTech 100 S&S BVM6 Active Business
Peugeot 2008;2019;94 914 km;Diesel;11 890 €;Manuelle;BlueHDi 100ch S&S BVM5 Active Business
Citroën C3;2023;618 km;Essence;19 800 €;Manuelle;PureTech 110 S&S BVM6 shine
Peugeot 3008;2022;15 479 km;Diesel;31 950 €;Automatique;BlueHDi 130ch S&S EAT8 Allure Pack
Peugeot 208;2020;23 197 km;Essence;13 290 €;Manuelle;PureTech 75 S&S BVM5 Active Business
Opel Corsa;2022;49 135 km;Diesel;15 390 €;Manuelle;1.5 DIESEL 100 CH BVM6 Edition Business
Peugeot 2008;2022;26 359 km;Essence;27 490 €;Automatique;PureTech 130 S&S EAT8 GT PACK
Peugeot 2008;2022;22 605 km;Essence;22 990 €;Manuelle;PureTech 100 S&S BVM6 Style
Citroën C1;2020;21 473 km;Essence;11 990 €;Manuelle;VTi 72 S&S Origins
Peugeot 508;2019;76 590 km;Diesel;24 900 €;Automatique;BlueHDi 180 ch S&S EAT8 GT
Peugeot 2008;2019;44 495 km;Essence;16 990 €;Automatique;PureTech 110ch S&S EAT6 GT Line
Peugeot 208;2023;11 847 km;Essence;18 490 €;Manuelle;PureTech 100 S&S BVM6 Active Pack
Peugeot 208;2023;21 611 km;Essence;17 990 €;Manuelle;PureTech 75 S&S BVM5 Style
Citroën C4 Cactus;2020;30 564 km;Diesel;16 190 €;Manuelle;BlueHDi 100 S&S BVM6 Feel Business
Peugeot 3008;2021;62 139 km;Diesel;27 900 €;Automatique;BlueHDi 130ch S&S EAT8 GT
Peugeot 508;2020;86 063 km;Diesel;22 890 €;Automatique;BlueHDi 130 ch S&S EAT8 Allure
Mini One;2019;42 327 km;Essence;25 990 €;Automatique;MINI Cabriolet Cooper 136 ch BVA7
Peugeot 2008;2023;19 171 km;Essence;24 190 €;Manuelle;PureTech 100 S&S BVM6 Allure Pack
Peugeot 3008;2023;11 967 km;Essence;31 990 €;Automatique;Puretech 130ch S&S EAT8 Allure Pack
Citroën C5 Aircross;2019;65 601 km;Essence;19 990 €;Manuelle;PURETECH 130 S&S BVM6 FEEL
Citroën C4;2021;20 225 km;Essence;24 190 €;Automatique;PureTech 130 S&S EAT8 Shine Pack
Peugeot 208;2019;56 984 km;Essence;16 990 €;Manuelle;PureTech 100 S&S BVM6 Allure
Peugeot 2008;2021;11 853 km;Diesel;26 350 €;Automatique;BlueHDi 130 S&S EAT8 Roadtrip
Peugeot 208;2020;34 600 km;Electrique;19 990 €;Automatique;Electrique 50 kWh 136ch Allure
Citroën C3;2023;24 545 km;Essence;17 850 €;Manuelle;PureTech 110 S&S BVM6 shine
Peugeot 3008;2023;5 km;Essence;29 428 €;Manuelle;Puretech 130ch S&S BVM6 Allure Pack
Citroën C3;2021;19 331 km;Essence;14 443 €;Manuelle;PureTech 83 S&S BVM5 Feel Pack
Citroën C3;2023;18 346 km;Essence;21 200 €;Automatique;PureTech 110 EAT6 Elle
Citroën C4 X;2023;8 149 km;Essence;29 090 €;Automatique;PureTech 130 S&S EAT8 Shine
Peugeot 308;2023;4 222 km;Essence;28 900 €;Manuelle;SW PureTech 130ch S&S BVM6 Allure Pack
Peugeot 308;2023;8 463 km;Essence;27 550 €;Manuelle;PureTech 130ch S&S BVM6 Allure Pack
Citroën C3 Aircross;2023;7 569 km;Essence;21 962 €;Manuelle;PURETECH 110 S&S BVM6 SHINE
Opel Grandland;2022;16 051 km;Essence;26 790 €;Manuelle;1.2 Turbo 130 ch Elegance Business
Peugeot 308;2023;19 160 km;Essence;27 489 €;Automatique;SW PureTech 130ch S&S EAT8 Allure Pack
Opel Astra;2016;110 166 km;Diesel;11 490 €;Manuelle;Sports Tourer 1.6 CDTI 136 ch Start/Stop Innovatio
Citroën C5 Aircross;2023;14 356 km;Diesel;30 990 €;Automatique;BlueHDi 130 S&S EAT8 C-Series
Peugeot 208;2021;29 434 km;Electrique;21 990 €;Automatique;Electrique 50 kWh 136ch Style
Citroën C5 Aircross;2021;42 607 km;Hybride rechargeable;31 990 €;Automatique;Hybride Rechargeable 225 S&S e-EAT8 Shine Pack
Peugeot 208;2023;3 754 km;Essence;18 990 €;Manuelle;PureTech 75 S&S BVM5 Style
Citroën C3;2018;80 482 km;Essence;13 890 €;Automatique;PureTech 110 S&S EAT6 Shine
Citroën C3;2021;54 374 km;Diesel;14 289 €;Manuelle;BlueHDi 100 S&S BVM6 Shine Business
Citroën C3;2019;25 706 km;Essence;13 389 €;Manuelle;PureTech 82 S&S BVM5 Shine
Citroën C5 Aircross;2020;76 113 km;Hybride rechargeable;28 990 €;Automatique;Hybride Rechargeable 225 S&S e-EAT8 Shine Pack
Peugeot 208;2022;41 129 km;Essence;14 989 €;Manuelle;PureTech 75 S&S BVM5 Active Pack
Citroën C3 Aircross;2019;25 442 km;Essence;16 990 €;Manuelle;PURETECH 110 S&S BVM6 SHINE
Renault Clio;2022;36 246 km;Essence;15 489 €;Manuelle;TCe 90 - 21 Limited
Citroën C3 Aircross;2019;48 384 km;Essence;15 470 €;Manuelle;PURETECH 110 S&S BVM6 SHINE
Peugeot 108;2020;23 469 km;Essence;12 489 €;Manuelle;VTi 72ch S&S BVM5 Allure
Citroën C3;2018;23 792 km;Essence;12 990 €;Manuelle;PureTech 82 Shine
Citroën C3;2021;12 462 km;Essence;14 589 €;Manuelle;PureTech 83 S&S BVM5 Shine
Citroën C4;2017;89 388 km;Essence;14 470 €;Manuelle;Picasso PureTech 130 S&S Feel
Citroën C3;2021;15 585 km;Essence;14 289 €;Manuelle;PureTech 83 S&S BVM5 Shine
Peugeot 208;2021;45 809 km;Essence;17 789 €;Automatique;PureTech 100 S&S EAT8 Active Business
Peugeot 208;2023;10 km;Essence;25 789 €;Automatique;PureTech 130 S&S EAT8 GT
Citroën C4;2022;8 050 km;Electrique;24 789 €;Automatique;e-C4 136 ch Automatique Shine
Peugeot 5008;2022;5 589 km;Essence;28 490 €;Automatique;PureTech 130ch S&S EAT8 Active Pack
Citroën C3;2020;38 601 km;Essence;12 189 €;Manuelle;PureTech 83 S&S BVM5 Feel
Peugeot 308;2020;99 959 km;Diesel;14 889 €;Manuelle;SW BlueHDi 130ch S&S BVM6 Allure Business
Peugeot Boxer;2020;62 635 km;Diesel;25 089 €;Manuelle;TOLE 435 L2H2 BLUEHDI 140 S&S GRIP
Peugeot 308;2023;15 485 km;Essence;29 485 €;Automatique;SW PureTech 130ch S&S EAT8 Allure Pack
Peugeot 2008;2019;81 930 km;Diesel;19 985 €;Automatique;BlueHDi 130 S&S EAT8 Allure Business
Peugeot 3008;2020;65 163 km;Diesel;28 820 €;Automatique;BlueHDi 180ch S&S EAT8 GT
Peugeot 208;2022;11 362 km;Essence;23 870 €;Automatique;PureTech 130 S&S EAT8 Allure Pack
Opel Crossland;2021;87 456 km;Diesel;16 490 €;Automatique;1.5 D 120 ch BVA6 Elegance Business
Peugeot 208;2022;14 630 km;Essence;19 190 €;Manuelle;PureTech 100 S&S BVM6 Allure
Opel Mokka;2022;11 971 km;Electrique;28 990 €;Automatique;Electrique 136 ch & Batterie 50 kWh Elegance
DS 4;2023;18 650 km;Essence;35 290 €;Automatique;PureTech 130 EAT8 Performance Line+
Citroën C3 Aircross;2021;26 309 km;Essence;18 190 €;Manuelle;PureTech 110 S&S BVM6 Shine Pack
Citroën C3;2021;10 528 km;Essence;13 290 €;Manuelle;PureTech 83 S&S BVM5 Shine
Citroën C3;2020;38 000 km;Essence;11 290 €;Manuelle;PureTech 83 S&S BVM5 Live
Peugeot 2008;2022;5 110 km;Essence;20 489 €;Manuelle;PureTech 130 S&S BVM6 Allure
Citroën Jumpy;2021;58 396 km;Diesel;26 690 €;Automatique;M 2.0 BlueHDi 120ch S&S Driver EAT8
DS 7;2019;93 250 km;Diesel;27 999 €;Automatique;CROSSBACK BlueHDi 180ch Performance Line + Automatique 128g
Citroën C4 Grand SpaceTourer;2022;5 350 km;Diesel;32 780 €;Automatique;GRAND C4 SPACETOURER BlueHDi 130ch S&S Shine Pack EAT8 E6.d
Citroën C3;2021;19 752 km;Essence;13 990 €;Manuelle;1.2 PureTech 83ch S&S Shine
Citroën C3;2021;18 855 km;Essence;13 990 €;Manuelle;1.2 PureTech 83ch S&S Shine
Citroën C3;2021;63 400 km;Essence;14 317 €;Manuelle;1.2 PureTech 110ch S&S Shine 124g
Fiat 500X;2022;30 111 km;Essence;21 990 €;Manuelle;1.0 FireFly Turbo T3 120ch Sport
Citroën C3;2021;15 452 km;Essence;13 990 €;Manuelle;1.2 PureTech 83ch S&S Shine
Citroën C3;2021;16 529 km;Essence;13 990 €;Manuelle;1.2 PureTech 83ch S&S Shine
Citroën C3;2021;19 661 km;Essence;13 990 €;Manuelle;1.2 PureTech 83ch S&S Shine
DS 4;2022;5 250 km;Hybride rechargeable;38 990 €;Automatique;E-TENSE 225ch Performance Line
Citroën C5 Aircross;2021;28 597 km;Hybride rechargeable;27 990 €;Automatique;Hybrid 225ch C-Series e-EAT8
Peugeot 2008;2020;55 600 km;Essence;22 990 €;Automatique;1.2 PureTech 130ch S&S GT Line EAT8 7cv
Peugeot 508 SW;2021;31 768 km;Hybride rechargeable;32 690 €;Automatique;HYBRID 225ch GT Pack e-EAT8
DS 3;2020;72 850 km;Essence;20 790 €;Automatique;CROSSBACK PureTech 130ch So Chic Automatique 7cv
